0.00533446	-0.00349802	-0.000738131	0.00151332	-0.00180984	0.00410655	-0.00974235	-0.00303658	0.000667064	0.00254191	-0.00404179	0.0023404	0.00284043	0.00175915	-0.00207199	0.00345529	0.0017747	-0.00609622	0.00696862	0.003415	0.00352857	-0.00496779	0.00207212	0.000949609	-0.000257913	-0.00265608	0.00690637	-0.00506178	-0.00718341	-0.00428306	0.00328085	0.000668445	0.00352318	0.0040558	0.00206112	-0.00383184	0.0122322	0.0049201	0.00694278	2.16924e-06
-0.000481199	-0.000196451	-0.000511314	0.000479193	-0.000105474	0.000510765	0.000187075	-0.00025704	0.000183346	-0.00021901	-0.000338253	0.000185729	7.08716e-05	0.000502227	1.38819e-05	0.000454623	-0.000248195	0.000311961	0.000285228	0.000579624	0.000201653	0.000163988	-0.000264073	-1.54579e-05	9.73549e-05	-0.000342518	2.93603e-05	6.92903e-05	0.00056366	-0.00050424	9.49206e-05	-0.000175225	-0.000337857	9.18134e-05	-9.66034e-05	0.000246513	-0.00034308	-2.55345e-05	-0.000212032	0.000305636
-0.000496942	0.000338315	0.000313582	-0.00045487	-0.00111928	0.00035706	0.00013876	-0.000413741	-0.000149827	0.000276718	-0.000281911	-5.22625e-05	0.000189724	9.92815e-05	-0.000239741	5.68229e-05	-3.35975e-05	-0.000186893	-0.000291034	-0.000211329	0.000222053	0.000249198	0.000421674	0.000277368	-8.50349e-05	0.000208298	-0.000342622	-0.000306974	0.000248685	-8.36391e-05	-7.61977e-05	0.00013261	0.00013674	0.000254704	0.0004745	-0.00034053	-0.000363081	-0.000124227	6.2395e-06	7.9511e-05
1.42788e-05	0.000167525	-0.000164877	0.00048625	-0.000658169	0.000345756	0.000318053	0.000149667	-7.06252e-05	0.00032757	0.000251043	-0.000316687	0.000118022	0.000193738	0.000365946	6.57592e-05	-0.000160959	-0.000926596	-0.000337836	-0.000606952	0.0003676	0.000161579	-0.000322134	7.50846e-05	-0.000537081	1.38725e-05	0.000148186	-0.000443139	-9.24709e-06	0.00091139	-0.000166974	0.000234792	0.000520168	-0.000336858	-4.75423e-05	-0.000325827	0.00054548	-0.000114319	-7.8956e-06	0.000173797
-7.73928e-05	6.34819e-05	0.00037226	-5.86276e-05	-0.000593817	0.000187802	-0.000345476	-3.15629e-05	0.000462949	0.000515776	0.000146029	0.00013289	0.000245843	0.000194531	-0.00019915	0.000261377	0.000409668	-0.000214602	-8.61169e-05	-0.00038126	0.000425994	-0.000337787	0.000184231	-1.17768e-05	5.89406e-05	-4.28898e-05	-0.000328973	-0.000311415	0.000435101	5.56283e-05	0.000269789	-0.000151928	-8.32582e-05	-0.000236598	0.000217986	-9.7989e-05	0.000415759	0.000258813	-0.000133645	0.000236099
8.39827e-05	2.45625e-05	0.000144985	6.47717e-05	-9.53655e-05	-0.000363423	0.000448756	0.000418654	-0.00057632	-7.69091e-05	-8.11777e-05	-0.000141564	0.000216784	5.04985e-05	0.0003254	-3.54095e-05	0.000230767	-0.00015598	-0.000548773	0.000411091	-0.000741154	-4.91486e-05	2.19554e-06	-4.99817e-05	0.000317727	-2.41782e-05	0.000271462	-0.000759648	-0.000486063	-0.000482999	0.000254853	0.000533321	-0.000149424	-3.22655e-05	-1.50304e-05	-0.000314166	-0.000750445	-0.000903151	-0.000100183	-0.00024343
0.000118863	-9.30017e-05	-0.000123561	0.000106535	-4.25455e-05	-0.000381557	3.12015e-05	-0.000112152	9.83868e-05	0.000291067	0.000660604	-4.2076e-05	6.60446e-05	0.000180071	0.000232135	0.000498695	-0.00038332	6.48215e-05	3.45188e-05	0.000440645	5.72071e-05	0.000311088	0.000162975	0.00050936	0.000171901	9.77703e-05	0.000137882	-0.000289981	0.000319533	0.000437577	-0.000209816	0.00021246	-0.00016037	-0.000117524	0.000327501	0.000280204	-0.000644334	0.000307475	-0.000364971	-1.74083e-05
-0.00365025	0.00872856	-0.000276685	-0.0213004	0.00731584	0.00848795	0.00464702	-0.00690133	0.00466866	-0.00239837	-0.00381573	0.00160496	0.0148865	-0.00246269	0.00962382	0.00440492	0.00666494	-0.00710388	0.0125667	0.00504649	0.0113065	-0.0100521	-0.0060959	0.00224543	-0.00187044	-0.00549889	-0.00689073	-0.00808548	0.00810941	0.00559875	0.01896	-0.00233094	-0.00681128	0.00183224	0.00103996	0.0103186	0.00607029	-0.00849654	-0.0099046	-0.0164916
0.00270145	0.000250796	-0.00205673	-0.00210184	-0.000592916	-0.00182669	0.00217978	0.00168043	0.00049342	0.000805369	-0.000760631	-0.00238288	-0.00168146	-0.000588544	0.000615935	0.00177603	0.00118632	0.00025628	0.00101419	-0.000240457	0.000774072	-0.000438537	0.00100817	-0.000275013	-0.00256708	-0.000170865	0.00316196	0.00200789	-0.000802957	0.00104185	-0.00122207	0.000149453	-0.00148312	0.000553171	2.80096e-05	0.000620824	0.000982726	0.00139701	-0.00153075	0.000105785
-0.00300447	-0.000642825	-0.00282151	-0.000949191	-0.00346511	0.00789641	0.00197037	-0.00173447	0.00536216	-0.00210305	-0.00573075	-0.00223284	-0.00124901	0.00639231	-0.0038497	-0.000689596	0.000802427	0.00442618	0.00721272	-0.000764049	3.90447e-05	-0.00170934	0.00333307	-0.000670436	-0.00566104	0.00491482	-0.000204242	0.000771161	0.0027978	0.00312639	0.00573018	0.00358248	0.00477707	0.000250934	-0.00440407	0.000665872	-0.00221959	0.00420276	-0.00565486	0.00323743
