0.00580457	0.000970838	0.00600421	0.00920893	0.00595799	-0.00542636	0.00136153	-0.00718034	-0.0051264	-0.0192576	-0.0102179	0.00549571	0.0119774	0.0057758	0.00633697	-0.0140102	-0.00709751	0.00801392	-0.00442346	-0.000404509	0.000879559	0.00739552	0.00379612	-0.0175151	-0.00820696	-0.0214319	-0.000140939	-0.00663959	0.00561802	-0.00484611	0.0121156	0.0143934	-0.00197732	-0.014796	0.00643789
-0.00609896	0.0296248	0.0187667	0.0196202	-0.00647857	0.0137311	-0.00160427	0.0109159	0.00755383	0.00729146	-0.0149	0.00465873	0.0100722	0.0136678	0.00280273	0.00571324	0.00142296	0.01416	0.00209608	0.00863084	-0.00795648	0.0128243	-0.0160131	0.00656206	-0.00630347	-0.00290061	0.00110715	0.00157587	-0.0121212	0.0131993	-0.00915038	0.0158752	-0.0208549	-0.00584851	-0.00214626
-0.000741135	-0.00590429	-0.0127674	-0.0111909	-0.00811005	-0.000481342	-0.0143377	0.000358512	0.000741303	-0.0055911	0.00086798	-0.0107189	0.00308499	0.00249066	0.00384375	-0.0039534	-0.00528474	-0.00465559	0.0100047	0.0203	0.0106679	-0.000582272	-0.0114986	0.00977816	0.0127013	-0.013438	-0.00205242	-0.0186673	-0.00229545	-0.0120276	-0.00613574	0.00918406	-0.00413998	-0.0107978	-0.00186202
-0.0231227	-0.0127307	-0.0093363	0.00414962	0.0121283	-0.0253952	0.00553775	-0.014768	0.00632243	-0.00633323	-0.00570752	-0.00384032	-0.00248692	-0.00494822	0.00641476	-0.00318204	0.0050948	-0.0179321	0.0047656	-0.00114	0.00301584	-0.0164123	0.00115653	-0.011113	0.0117605	0.00902352	-0.00648973	-0.00247534	-0.00920355	-0.000568063	0.00303469	0.00629753	-0.0182245	0.00456779	-0.00969777
-0.0166324	-0.00853874	-0.00148278	-0.0045921	-0.00973433	-0.00187743	0.0218649	-0.0047749	-0.00431483	0.00319756	-0.00340674	-0.00479535	-0.00747631	-0.0129604	0.00955447	0.00215184	-0.0129962	0.00350245	-0.000204737	-0.000233853	0.00812841	0.0178831	-0.0193028	0.00337544	0.00134611	-0.0188865	0.00130507	-0.00094311	0.00445164	0.00545704	-0.0171631	-0.0130988	-0.00782475	0.00869478	0.0105552
-0.00175005	-0.0115263	-0.00142798	-0.0034878	0.0114049	-0.00380282	-0.00851619	0.00277453	0.00725672	0.0130848	-0.00601548	-0.00902491	0.0204701	-0.00167058	0.00255766	-0.00122625	-0.0120906	-0.00864607	0.00331739	0.00829213	0.0105335	-0.000966017	-0.00137288	0.00545562	-0.00445296	-0.0105081	-0.015271	0.0151927	0.00396455	-0.00278966	-0.00731016	0.000924989	-0.0077625	0.00248947	-0.0164733
-0.00224435	0.00742751	-0.0115582	0.00725079	-0.0161528	-0.0136328	0.00236715	-0.00208671	-0.021795	-0.0101919	-0.0143353	-0.0162249	0.00461446	-0.00608414	0.0105906	-0.00686655	0.000301072	-0.0121607	-0.000589479	-0.00269185	0.00434476	0.0146547	-0.00307093	0.00778924	-0.00940007	0.00300062	-0.0169353	-0.0095486	-0.0123217	0.0112357	0.00232314	-0.00188951	0.00114007	0.00867555	0.00104643
0.00738768	0.00626367	-0.00208754	-0.00726287	-0.00361332	0.00827989	0.00626398	0.0182419	0.00574065	-7.48187e-05	-0.00285706	0.0101868	-0.0129223	0.00513101	-0.00614673	0.00509987	0.0138049	-0.0034854	0.0141167	0.00609979	-0.00587382	0.00771314	-0.00783716	0.0246263	-0.00065934	-0.00283925	-0.0113581	-0.00277819	-0.0162868	-0.00392665	-0.00692921	-0.00439608	-0.0025908	0.00359017	0.0136781
0.0130768	-0.0104968	-0.0155944	-0.0188029	0.00719302	0.00306766	0.00887766	0.0071529	-0.00866843	0.00808488	0.00993411	0.0152566	0.000591286	0.00523641	0.00457349	0.00984654	-0.00889288	-0.000971508	0.00567418	-0.00846841	0.00512996	-0.00124573	-0.0190415	-0.00383327	-0.0133931	-0.0155249	-0.00189987	0.0208469	-0.0121698	-0.0142739	0.00828566	0.0012319	-0.00478295	-0.018947	-0.00214745
-0.0190462	0.0201384	0.0274876	-0.0132078	0.0128123	0.0070745	2.31268e-05	-0.00621535	0.00495767	0.00840135	0.00621805	0.00227081	-0.00405879	0.00377074	-0.00179476	0.00316639	-0.00919588	-0.00173062	-0.0103579	-0.0120521	-0.00773739	0.0184158	-0.0164266	0.0108177	0.0215016	0.0147867	-0.0132521	-0.00751939	0.00830454	0.0171979	-0.00332127	-0.0127525	0.00255818	-0.0189849	0.0010457
