-0.000130319	-0.00782399	0.0201747	-0.00107314	-0.0105741	-0.00326935	0.0154183	0.00689163	0.000558015	-0.00921683	0.00414847	0.00112342	0.00540958	-0.00448976	-0.000691914	-0.00977072	0.00314414	-0.00807413	-0.0103827	-0.00568325	-0.00629686	0.00614249	0.00882323	0.00487477	-0.00396271	-0.00333929	-0.0136853	-0.0161419	0.00119981	-0.0232248
-0.00390433	-0.000623725	0.00995988	-0.0075515	-0.00428752	0.0104259	-0.0126527	-0.00358667	0.00461924	-0.00602737	-0.0110245	-0.00652835	0.00594733	0.00216677	-0.00717184	6.09884e-05	0.00952349	0.0129729	-0.00485932	-0.00371905	-0.0129723	-0.0048807	-0.00304005	-0.0127599	-0.0185107	-0.00514759	-0.0130533	-0.00691627	0.00672114	-0.00873379
0.00527692	-0.0104487	0.00153228	0.00308797	-6.75425e-05	0.00442218	-0.0267287	0.00332766	-0.0034852	0.00238457	-0.00094732	0.00529514	0.0163849	0.000560633	-0.00535295	-0.00670177	-0.0011718	0.00496268	-0.00659348	-0.00470226	-0.00502198	0.00200308	-0.00768228	0.00395374	0.0257029	0.00918807	0.0169536	-0.0011662	-0.00595282	-0.00336644
-0.00137224	-0.00822955	0.00266303	-0.00296088	0.0214802	-0.00230332	-0.0052374	-0.000283093	0.00138973	-0.0118477	-0.00766349	0.0184837	-0.00605396	0.00589143	-0.0122767	0.0120158	0.00680216	0.00128443	0.0226066	0.0242249	-0.0226797	0.0138421	0.0184517	0.00384448	0.00394	-0.00246607	-0.00634138	0.00115905	-0.00454072	0.00160188
0.0031697	0.0135822	-0.00632423	0.0154125	-0.00486265	-0.00436854	-0.00249348	0.00705495	0.00825928	-0.0196024	-0.00221541	0.00437651	-0.00929798	-0.0115157	0.00420621	-0.00293385	0.00165109	-0.0104542	0.00532724	-0.00969796	-0.00373045	0.0223105	0.000338364	-0.00688018	-0.00346809	-0.0151896	0.0168403	-0.00977042	0.00799422	-0.00399342
0.00230768	-0.00308909	0.0054431	0.0119324	-0.0240631	-0.0114056	0.00525981	0.0154546	0.0239409	4.85778e-05	-0.0099478	-0.013731	-0.00697921	0.0259677	-0.00633856	0.0103665	-0.00156922	-0.00162227	0.00981546	0.00783952	-0.00927202	0.0166244	0.012491	-0.00716972	-0.0102927	-0.0182164	-0.0089341	-0.00873948	-0.0109861	0.0117519
0.0108132	-0.0131855	0.00970207	0.0302758	0.00221764	-0.0106659	-0.0163714	0.0100949	0.00154302	-0.00207543	0.00407206	0.00649309	-0.00143953	-0.00293393	-0.00493427	-0.0189988	0.0101937	0.00326647	-0.00509041	0.000524365	0.000554485	0.00224261	0.00051549	-0.00656169	0.00456788	-0.00417057	0.0201726	-0.00647752	-0.00638963	-0.0134396
-0.0167681	-0.00663495	-0.00318607	0.0189828	-0.0204463	-0.0217768	-0.0139496	0.00350361	0.00818798	-0.00243369	-0.0174898	-0.00731743	-0.0105122	0.00261812	-0.01527	-0.00157752	-0.010345	-0.0296115	0.00429994	-0.0100605	-0.00143058	0.00263645	-0.0111469	0.00319022	0.0213917	-0.0216406	0.00873979	0.0045866	-0.00818014	-0.0115424
-0.00208955	-0.00286277	-0.00439937	-0.0015915	-0.0238941	-0.0106298	0.00343918	0.00648694	-0.0110641	0.0139597	0.0109567	-0.00111045	0.0120962	-0.00931265	-0.0158955	-0.00887889	-0.00593133	0.00525719	0.000682566	-0.00953752	-0.00750897	-0.00384367	0.0152156	0.0164025	0.000831267	-0.015653	-0.0257085	0.0073373	0.0230985	0.0298861
-0.00424104	-0.0147366	-0.00500534	0.00344294	0.000767512	0.0135925	-0.00308777	-0.0256504	-0.00806418	-0.0177132	0.00825755	-0.00606112	-0.00344484	-0.0126359	0.00746064	-0.00352153	0.0144409	-0.00582309	0.00071629	-0.00922688	-0.00149914	-0.0184117	-0.0119084	0.00186576	0.00432735	0.0307997	-0.0132342	0.0222438	-0.00495286	-0.00476333
4.71158e-05	0.0052166	-0.0118807	-0.00141273	0.00590334	-0.0190041	0.00148864	-0.0181199	-0.00598294	0.0150975	-0.00545667	-0.00663599	0.00495449	-0.00338885	0.00334875	-0.00303112	0.00557502	0.0153767	-0.00379375	-0.0104708	0.00133658	0.00210106	0.00204336	0.00535379	-0.0185613	0.0120101	0.00291322	-0.0162363	-0.00596852	-0.00901719
