0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	1	1	1	1	1	1	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0
0	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0
1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	0	0
0	1	1	1	1	1	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0
0	1	1	1	1	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	5	0
0	0	1	1	3	3	3	3	3	3	3	3	4	4	2	2	2	2	2	2	2	5	5	5	5
0	0	0	3	3	3	3	3	3	3	3	4	4	4	4	4	2	2	2	5	5	5	5	5	5
0	0	0	0	3	3	3	3	3	3	4	4	4	4	4	4	4	5	5	5	5	5	5	5	5
0	0	0	0	0	0	0	0	0	0	0	0	4	4	4	4	4	4	5	5	5	5	5	5	5
0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	4	4	4	4	5	5	5	5	5	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	4	5	5	5	5	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	4	5	5	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	0	0	0
